year,mm,dd,hh,min,ss.s,L,latit,longit,depth,err(km),mag,tm,CAT,Io,Area,ST,Localities,(source) comments
2016,03,16,20,47,07.00,,-23.550,-47.200,  0.0,2, 2.2,1,"I",,,"SP","Mairinque","(RSBR-USP)"
2016,03,16,20,48,25.00,,-23.540,-47.180,  0.0,2, 2.2,1,"I",,,"SP","Mairinque","(RSBR-USP)"
2016,03,17,03,22,34.00,,-19.950,-44.200,  0.0,2, 2.3,1,"I",,,"MG","Betim","(RSBR-USP)"
2016,03,18,04,59,59.00,,-8.360,-36.070,  0.0,20, 2.0,1,"I",,,"PE","São Caetano","(UnB)"
2016,03,20,02,50,46.00,,-12.810,-39.160,  0.0,15, 2.1,1,"I",,,"BA","Conceicao do Almeida","(RSBR-USP)"
2016,03,21,08,12,05.00,,-21.380,-48.580,  0.0,8, 2.0,1,"I",,,"SP","Taquaritinga","(RSBR-USP)"
2016,03,21,19,14,00.00,,-21.370,-48.570,  0.0,8, 1.3,1,"I",,,"SP","Taquaritinga","(RSBR-USP)"
2016,03,22,13,45,58.00,,-15.220,-43.950,  0.0,20, 2.2,1,"I",,,"MG","Jaíba","(UnB)"
2016,03,23,01,38,14.00,,-15.210,-43.960,  0.0,15, 2.1,1,"I",,,"MG","Itacarambi","(RSBR-USP)"
2016,03,23,02,58,50.00,,-21.400,-48.540,  0.0,15, 1.8,1,"I",,,"SP","Taquaritinga","(RSBR-USP)"
2016,03,23,08,26,19.00,,-8.300,-36.150,  0.0,15, 2.3,1,"I",,,"PE","Sao Caetano","(RSBR-USP)"
2016,03,24,01,49,43.00,,-19.560,-44.070,  0.0,15, 2.0,1,"I",,,"MG","Matozinhos","(RSBR-USP)"
2016,03,24,03,14,18.00,,-7.660,-73.930,153.0,30, 4.1,0,"I",,,"AC","Peru-Brazil Border","(RSBR-USP)"
2016,03,24,08,05,26.00,,-19.370,-44.270,  0.0,15, 3.1,1,"I",,,"MG","Sete Lagoas","(RSBR-USP)"
2016,03,24,12,38,12.00,,-19.560,-44.090,  0.0,15, 2.6,1,"I",,,"MG","Matozinhos","(RSBR-USP)"
2016,03,24,13,54,36.00,,-19.470,-44.160,  0.0,15, 2.6,1,"I",,,"MG","Prudente de Morais","(RSBR-USP)"
2016,03,24,14,48,15.00,,-20.480,-55.700,  0.0,15, 0.7,1,"I",,,"MS","Aquidauana","(RSBR-USP)"
2016,03,24,16,33,58.00,,-15.320,-43.880,  0.0,20, 2.6,1,"I",,,"MG","Jaíba","(UnB)"
2016,03,24,20,42,13.00,,-19.490,-44.200,  0.0,20, 1.9,1,"I",,,"MG","Sete Lagoas","(UnB)"
2016,03,25,19,35,39.00,,-26.530,-57.840,  0.0,20, 2.5,5,"I",,,"PY","Ciervo Blanco Neembucu","(UNA INPRES CPUP) ML"
2016,03,26,15,50,22.00,,-21.370,-57.060,  0.0,15, 3.1,1,"I",,,"MS","Bonito","(RSBR-USP)"
2016,03,27,11,07,22.00,,-21.970,-50.380,  0.0,15, 3.1,1,"I",,,"SP","Herculandia","(RSBR-USP)"
2016,03,27,18,54,56.00,,-26.580,-49.250,  0.0,15, 2.4,1,"I",,,"SC","Jaragua do Sul","(RSBR-USP)"
2016,03,28,01,33,55.00,,-17.790,-51.090,  0.0,20, 2.3,1,"I",,,"GO","Rio Verde","(UnB)"
2016,03,28,02,41,41.00,,-17.830,-51.060,  0.0,20, 2.5,1,"I",,,"GO","Rio Verde","(UnB)"
2016,03,29,02,28,26.00,,-8.520,-35.990,  0.0,15, 1.5,1,"I",,,"PE","Agrestina","(RSBR-USP)"
2016,03,29,02,30,14.00,,-8.250,-36.110,  0.0,15, 1.5,1,"I",,,"PE","Sao Caetano","(RSBR-USP)"
2016,03,29,03,35,20.00,,-13.700,-49.070,  0.0,15, 2.0,1,"I",,,"GO","Santa Tereza de Goias","(RSBR-USP)"
2016,03,29,10,09,57.00,,-23.690,-42.680,  0.0,20, 2.0,1,"I",,,"MG","-","(UnB)"
2016,04,01,02,31,03.00,,-8.510,-36.040,  0.0,20, 1.9,1,"I",,,"PE","Altinho","(UnB)"
2016,04,01,02,44,46.00,,-8.340,-36.090,  0.0,20, 1.8,1,"I",,,"PE","São Caetano","(UnB)"
2016,04,01,14,29,17.00,,-15.210,-43.890,  0.0,20, 2.7,1,"I",,,"MG","Jaíba","(UnB)"
2016,04,01,18,56,53.00,,-20.490,-44.160,  0.0,15, 2.4,1,"I",,,"MG","Piau","(RSBR-USP)"
2016,04,01,20,02,14.00,,-16.700,-43.980,  0.0,20, 2.1,1,"I",,,"MG","Montes Claros","(UnB)"
2016,04,02,00,17,40.00,,-8.310,-36.090,  0.0,20, 1.6,1,"I",,,"PE","São Caetano","(UnB)"
2016,04,04,18,23,14.00,,-23.360,-46.510,  0.0,15, 2.2,1,"I",,,"SP","Mairipora","(RSBR-USP)"
2016,04,05,04,33,55.00,,-21.400,-43.760,  0.0,15, 2.1,1,"I",,,"MG","Antonio Carlos","(RSBR-USP)"
2016,04,05,09,36,22.00,,-23.380,-46.560,  0.0,15, 2.2,1,"I",,,"SP","Mairipora","(RSBR-USP)"
2016,04,06,00,27,58.00,,-19.470,-44.130,  0.0,15, 2.4,1,"I",,,"MG","Prudente de Morais","(RSBR-USP)"
2016,04,06,00,47,35.00,,-19.480,-44.100,  0.0,15, 2.2,1,"I",,,"MG","Prudente de Morais","(RSBR-USP)"
2016,04,06,07,40,48.00,,-7.550,-48.310,  0.0,20, 2.2,1,"I",,,"TO","Nova Olinda","(UnB)"
2016,04,07,10,23,50.00,,-19.410,-44.120,  0.0,20, 2.1,1,"I",,,"MG","Funilândia","(UnB)"
2016,04,08,00,05,07.00,,-11.650,-56.690,  0.0,15, 2.7,1,"I",,,"MT","Porto dos Gauchos","(RSBR-USP)"
2016,04,08,04,35,04.00,,-36.330,-45.780,  0.0,20, 4.4,1,"I",,,"RS","South Atlantic","(ISC mb 4.4)"
2016,04,08,06,59,07.00,,-4.940,-38.100,  0.0,20, 2.1,1,"I",,,"CE","Russas","(UnB)"
2016,04,09,00,16,44.00,,-6.600,-56.770,  0.0,20, 2.4,1,"I",,,"PA","Itaituba","(UnB)"
2016,04,11,11,55,22.00,,-19.450,-44.140,  0.0,5, 3.3,1,"I","4",,"MG","Prudente de Moraes","(RSBR-USP)"
2016,04,12,12,19,06.00,,-12.380,-63.100,  0.0,20, 2.6,1,"I",,,"RO","S.Francisco do Guaporé","(UnB)"
2016,04,13,15,15,07.00,,-9.920,-58.600,  0.0,20, 2.5,1,"I",,,"MT","Cotriguaçu","(UnB)"
2016,04,14,05,04,53.00,,-6.150,-73.310,  0.0,20, 3.9,1,"I",,,"AC","Peru-Brasil","(UnB)"
2016,04,17,05,06,22.00,,-15.230,-43.890,  0.0,20, 2.3,1,"I",,,"MG","Jaíba","(UnB)"
2016,04,19,14,45,02.00,,-11.390,-37.650,  0.0,1, 1.8,1,"I",,,"SE","Umbauba","(RSBR-USP)"
2016,04,19,14,45,43.00,,-21.370,-48.570,  0.0,3, 1.5,5,"I","4",,"SP","Jurupema","(IAG)"
2016,04,22,08,46,20.00,,-15.860,-56.050,  0.0,20, 3.0,1,"I",,,"MT","S. Antônio do Leverger","(UnB)"
2016,04,22,23,17,01.00,,-7.780,-72.900,148.0,50, 4.0,0,"I",,,"AC","Western Brazil","(RSBR-USP)"
2016,04,23,07,59,41.00,,-9.630,-36.520,  0.0,15, 2.8,1,"I",,,"AL","Coite do Noia","(RSBR-USP)"
2016,04,24,06,42,47.00,,-15.170,-43.940,  0.0,20, 2.2,1,"I",,,"MG","Jaíba","(UnB)"
2016,04,26,09,34,18.00,,-23.470,-43.700,  0.0,20, 2.1,1,"I",,,"RJ","Mangaratiba","(UnB)"
2016,04,26,23,,,L,-23.373,-48.572,  0.0,3, 1.5,5,"C","4",,"SP","Jurupema","(IAG)"
2016,04,27,15,12,53.00,,-14.840,-54.180,  0.0,15, 3.7,1,"I",,,"MT","Paranatinga","(UnB)"
2016,04,27,15,23,35.00,,-10.010,-49.200,  0.0,16, 2.7,1,"I",,,"TO","Chapada de Areia","(RSBR-USP)"
2016,04,28,03,02,51.00,,-9.650,-35.950,  0.0,6, 1.3,1,"I",,,"AL","Pilar","(RSBR-USP)"
2016,04,28,06,47,27.00,,-15.100,-43.870,  0.0,20, 2.4,1,"I",,,"MG","Itacarambi","(RSBR-USP)"
2016,04,28,07,26,09.00,,-14.680,-37.480,  0.0,35, 2.8,1,"I",,,"BA","Margem Continental","(RSBR-USP)"
2016,04,30,21,07,06.00,,-7.110,-71.510,150.0,50, 4.1,1,"I",,,"AC","Western Brazil","(RSBR-USP)"
2016,05,01,02,33,28.00,,-9.820,-50.250,  0.0,60, 3.8,1,"I",,,"PA","Santana do Araguaia","(RSBR-USP)"
2016,05,02,09,21,16.00,,-19.910,-44.250,  0.0,10, 3.5,1,"I",,2.500000,"MG","Betim Contagem","(RSBR-USP)"
2016,05,04,01,33,57.00,,-19.420,-44.240,  0.0,20, 2.1,1,"I",,,"MG","Sete Lagoas","(UnB)"
2016,05,07,04,47,03.00,,-6.470,-50.050,  0.0,20, 2.4,1,"I",,,"PA","Canaã Dos Carajás","(UnB)"
2016,05,09,01,22,52.00,,-7.290,-74.180,145.0,30, 4.1,0,"I",,,"AC","Peru-Brazil Brdr Rg","(RSBR-USP)"
2016,05,10,22,35,05.00,,-19.500,-44.030,  0.0,2, 2.2,1,"I",,,"MG","Matozinhos","(RSBR-USP)"
2016,05,11,00,08,07.00,,-1.800,-52.080,  0.0,20, 2.0,1,"I",,,"PA","Porto De Moz","(UnB)"
2016,05,11,21,01,50.00,,-8.040,-73.800,156.0,30, 4.6,0,"I",,,"AC","Peru-Brazil Brdr Rg","(RSBR-USP)"
2016,05,12,22,13,05.00,,-0.790,-60.230,  0.0,40, 4.2,1,"I",,,"AM","Presidente Figueiredo","(RSBR-USP)"
2016,05,13,14,38,32.00,,-9.680,-36.430,  0.0,20, 1.9,1,"I",,,"AL","Limoeiro De Anadia","(UnB)"
2016,05,13,14,56,48.00,,-0.800,-59.770,  0.0,20, 2.3,1,"I",,,"AM","Urucará","(UnB)"
2016,05,15,06,38,15.00,,-8.580,-74.110,132.0,30, 3.8,0,"I",,,"AC","Peru-Brazil Brdr Rg","(RSBR-USP)"
2016,05,16,01,36,30.00,,-22.390,-44.320,  0.0,20, 2.2,1,"I",,,"RJ","Quatis","(UnB)"
2016,05,17,05,19,04.00,,-15.220,-43.920,  0.0,20, 2.1,1,"I",,,"MG","Jaíba","(UnB)"
2016,05,17,05,20,44.00,,-15.200,-43.840,  0.0,20, 1.8,1,"I",,,"MG","Jaíba","(UnB)"
2016,05,17,22,38,41.00,,-15.170,-56.560,  0.0,20, 2.4,1,"I",,,"MT","Jangada","(UnB)"
2016,05,17,23,12,49.00,,-15.370,-56.580,  0.0,20, 2.0,1,"I",,,"MT","Jangada","(UnB)"
2016,05,19,03,20,23.00,,-13.340,-58.700,  0.0,40, 2.2,1,"I",,,"MT","Sapezal","(RSBR-USP)"
2016,05,20,23,27,22.00,,-24.750,-48.110,  0.0,2, 2.8,1,"I",,,"SP","Cajati","(RSBR-USP)"
2016,05,24,22,45,,L,-23.373,-48.572,  0.0,3, 1.5,5,"C","3-4",,"SP","Jurupema","(IAG)"
2016,05,25,05,49,02.00,,-21.367,-48.582,  0.0,3, 1.5,5,"I","3-4",,"SP","Jurupema","(IAG)"
2016,05,25,09,13,43.00,,-21.366,-48.576,  0.0,3, 1.5,5,"I","3-4",,"SP","Jurupema","(IAG)"
2016,05,27,10,00,49.00,,-8.450,-74.810,127.0,20, 5.5,0,"I",,,"AC","Peru-Brasil","(UnB)"
2016,05,28,12,19,33.00,,-24.720,-46.190,  0.0,80, 2.6,1,"I",,,"SP","Guaruja","(RSBR-USP)"
2016,05,28,22,40,36.00,,-0.140,-60.600,  0.0,20, 2.6,1,"I",,,"RR","Rorainópolis","(UnB)"
2016,05,31,13,05,34.00,,-8.140,-74.830, 78.0,20, 4.2,0,"I",,,"AC","Peru-Brasil","(UnB)"
2016,06,04,03,31,49.00,,-23.600,-47.470,  0.0,7, 2.3,1,"I",,,"SP","Votorantim","(RSBR-USP)"
2016,06,08,12,28,42.00,,-11.520,-47.900,  0.0,20, 2.1,1,"I",,,"TO","Chapada Da Natividade","(UnB)"
2016,06,08,20,18,03.00,,-22.970,-45.090,  0.0,10, 2.0,1,"I",,,"SP","NW Cunha","(RSBR-USP)"
2016,06,11,07,09,33.00,,+0.360,-59.800,  0.0,20, 2.3,1,"I",,,"RR","São João Da Baliza","(UnB)"
2016,06,11,08,14,18.00,,-15.210,-43.930,  0.0,20, 2.4,1,"I",,,"MG","Jaíba","(UnB)"
2016,06,11,21,51,17.00,,-12.210,-47.330,  0.0,20, 2.6,1,"I",,,"TO","Conceição Do Tocantins","(UnB)"
2016,06,15,06,15,10.00,,-23.900,-46.100,  0.0,12, 2.3,1,"I",,,"SP","Bertioga","(RSBR-USP)"
2016,06,17,02,40,48.00,,-8.060,-73.840,141.0,30, 3.8,0,"I",,,"AC","Peru-Brazil Brdr Rg","(RSBR-USP)"
2016,06,17,17,40,05.00,,-21.370,-46.150,  0.0,1, 2.3,1,"I",,,"MG","Areado","(RSBR-USP)"
2016,06,18,15,02,33.00,,-24.860,-39.300,  0.0,50, 3.7,1,"I",,,"SP","Margem Continental","(RSBR-USP)"
2016,06,20,04,34,51.00,,-17.150,-43.140,  0.0,20, 2.0,1,"I",,,"MG","Bocaiúva","(UnB)"
2016,06,20,07,05,20.00,,-0.550,-60.200,  0.0,20, 2.4,1,"I",,,"AM","Presidente Figueiredo","(UnB)"
2016,06,24,03,57,21.00,,-8.310,-35.980,  0.0,5, 1.8,1,"I",,,"PE","Caruaru","(RSBR-USP)"
2016,06,25,17,01,48.00,,-18.950,-48.280,  0.0,20, 2.6,1,"I",,,"MG","Uberlândia","(UnB)"
2016,06,28,01,26,57.00,,-16.520,-41.790,  0.0,20, 2.4,1,"I",,,"MG","Itinga","(UnB)"
2016,06,28,19,49,29.00,,-10.120,-36.980,  0.0,2, 2.5,1,"I",,,"SE","Canhoba","(RSBR-USP)"
2016,06,29,00,17,52.00,,-11.580,-56.860,  0.0,20, 2.7,1,"I",,,"MT","Porto Dos Gaúchos","(UnB)"
2016,07,02,02,24,52.00,,-24.690,-46.670,  0.0,10, 2.1,1,"I",,,"SP","Peruibe","(RSBR-USP)"
2016,07,02,23,55,22.00,,-23.590,-41.790,  0.0,20, 1.8,1,"I",,,"MG","-","(UnB)"
2016,07,05,21,57,36.00,,-0.700,-60.450,  0.0,40, 3.7,1,"I",,,"AM","Presidente Figueiredo","(RSBR-USP)"
2016,07,06,02,48,59.00,,-20.280,-49.010,  0.0,25, 1.9,1,"I",,,"SP","Guaraci","(RSBR-USP)"
2016,07,06,16,47,56.00,,-1.280,-61.080,  0.0,40, 2.6,1,"I",,,"AM","Presidente Figueiredo","(RSBR-USP)"
2016,07,07,04,31,50.00,,-16.350,-41.300,  0.0,20, 2.1,1,"I",,,"MG","Jequitinhonha","(UnB)"
2016,07,07,11,54,55.00,,-16.200,-41.110,  0.0,20, 2.0,1,"I",,,"MG","Jequitinhonha","(UnB)"
2016,07,07,21,37,24.00,,-10.460,-55.390,  0.0,20, 2.2,1,"I",,,"MT","Colíder","(UnB)"
2016,07,07,22,09,36.00,,-21.910,-44.880,  0.0,20, 2.6,1,"I",,,"MG","Baependi","(RSBR-USP)"
2016,07,08,04,31,05.00,,-12.430,-43.980,  0.0,20, 2.3,1,"I",,,"BA","Brejolândia","(UnB)"
2016,07,08,07,00,29.00,,-12.320,-42.870,  0.0,11, 2.4,1,"I",,,"BA","Oliveira dos Brejinhos","(RSBR-USP)"
2016,07,08,15,53,12.00,,-14.020,-49.210,  0.0,5, 2.4,1,"I",,,"GO","Mara Rosa","(RSBR-USP)"
2016,07,08,19,47,34.00,,-27.990,-52.080,  0.0,13, 2.5,1,"I",,,"RS","Tapejara","(RSBR-USP; IPT)"
2016,07,08,20,42,16.00,,-27.350,-50.360,  0.0,15, 2.5,1,"I",,,"SC","Ponte Alta","(RSBR-USP; IPT)"
2016,07,08,23,07,09.00,,-12.070,-48.190,  0.0,20, 2.0,1,"I",,,"TO","Peixe","(UnB)"
2016,07,09,03,47,23.00,,-11.650,-56.670,  0.0,70, 3.1,1,"I",,,"MT","Novo HorizontedoNorte","(RSBR-USP)"
2016,07,09,04,15,30.00,,-12.420,-42.900,  0.0,11, 2.6,1,"I",,,"BA","Oliveira dos Brejinhos","(RSBR-USP)"
2016,07,09,05,59,59.00,,-12.280,-41.580,  0.0,6, 2.5,1,"I",,,"BA","Iraquara","(RSBR-USP)"
2016,07,09,06,31,02.00,,-12.080,-46.240,  0.0,20, 1.9,1,"I",,,"BA","Luís Eduardo Magalhães","(UnB)"
2016,07,09,08,15,31.00,,-12.270,-43.570,  0.0,30, 2.2,1,"I",,,"BA","Muquem de SaoFrancisco","(RSBR-USP)"
2016,07,09,20,13,53.00,,-12.100,-48.460,  0.0,12, 2.5,1,"I",,,"TO","Peixe","(RSBR-USP)"
2016,07,12,02,01,15.00,,-16.520,-44.150,  0.0,29, 2.2,1,"I",,,"MG","Coracao de Jesus","(RSBR-USP)"
2016,07,12,17,13,25.00,,-20.490,-44.000,  0.0,5, 2.4,1,"I",,,"MG","Jeceaba","(RSBR-USP)"
2016,07,14,04,34,11.00,,-12.590,-58.060,  0.0,20, 2.1,1,"I",,,"MT","Brasnorte","(UnB)"
2016,07,15,01,27,04.00,,-7.910,-74.310,162.0,30, 4.7,0,"I",,,"AC","Peru-Brazil Brdr Rg","(RSBR-USP)"
2016,07,15,09,18,45.00,,-8.150,-74.260,144.0,30, 3.9,0,"I",,,"AC","Peru-Brazil Brdr Rg","(RSBR-USP)"
2016,07,16,09,14,45.00,,-15.270,-43.990,  0.0,20, 2.1,1,"I",,,"MG","Itacarambi","(UnB)"
2016,07,16,10,11,04.00,,-15.140,-43.900,  0.0,20, 2.3,1,"I",,,"MG","Itacarambi","(RSBR-USP)"
2016,07,16,10,22,46.00,,-0.670,-60.420,  0.0,40, 3.0,1,"I",,,"AM","Presidente Figueiredo","(RSBR-USP)"
2016,07,16,10,24,57.00,,-0.690,-60.460,  0.0,40, 3.8,1,"I",,,"AM","Presidente Figueiredo","(RSBR-USP)"
2016,07,18,17,21,59.00,,-24.200,-46.430,  0.0,20, 2.5,1,"I",,,"SP","Praia Grande","(RSBR-USP)"
2016,07,19,05,13,28.00,,-19.900,-44.370,  1.0,6, 2.3,1,"I",,,"MG","Florestal","(RSBR-USP)"
2016,07,19,15,30,46.00,,-20.120,-39.200, 20.0,23, 3.8,1,"I",,,"ES","Margem Continental","(RSBR-USP)"
2016,07,22,04,50,00.00,,+3.870,-60.910,  0.0,20, 3.3,1,"I",,,"RR","Amajari","(UnB)"
2016,07,24,23,11,33.00,,-10.650,-54.300,  0.0,20, 2.1,1,"I",,,"MT","Marcelândia","(UnB)"
2016,07,27,05,29,15.00,,-11.680,-56.700,  0.0,70, 2.4,1,"I",,,"MT","Novo HorizontedoNorte","(RSBR-USP)"
2016,07,29,18,32,26.00,,-20.490,-43.990,  0.0,31, 2.4,1,"I",,,"MG","Jeceaba","(RSBR-USP)"
2016,07,31,12,54,47.00,,-11.570,-56.720,  0.0,20, 2.8,1,"I",,,"MT","Porto Dos Gaúchos","(UnB)"
2016,08,01,04,47,41.00,,-20.340,-49.010,  0.0,20, 2.1,1,"I",,,"SP","Guaraci","(UnB)"
2016,08,02,16,50,14.00,,-19.960,-44.200,  0.0,20, 2.2,1,"I",,,"MG","Betim","(UnB)"
2016,08,03,21,41,27.00,,-10.570,-51.540,  0.0,20, 2.6,1,"I",,,"MT","Confresa","(UnB)"
2016,08,05,07,01,25.00,,-11.550,-56.800,  0.0,70, 2.5,1,"I",,,"MT","Novo HorizontedoNorte","(RSBR-USP)"
2016,08,06,09,04,09.00,,-11.550,-56.810,  0.0,70, 1.6,1,"I",,,"MT","Novo HorizontedoNorte","(RSBR-USP)"
2016,08,07,14,00,42.00,,-14.810,-39.470,  0.0,20, 2.2,1,"I",,,"BA","Barro Preto","(UnB)"
2016,08,08,02,02,17.00,,-13.410,-49.140,  0.0,40, 2.8,1,"I",,,"GO","Porangatu","(RSBR-USP)"
2016,08,09,23,09,08.00,,-8.120,-73.700,178.0,30, 3.9,0,"I",,,"AC","Peru-Brazil Brdr Rg","(RSBR-USP)"
2016,08,11,00,44,56.00,,-17.060,-40.120,  0.0,10, 2.8,1,"I",,,"BA","Itanhem","(RSBR-USP)"
2016,08,11,05,27,23.00,,-24.270,-47.420,  0.0,2, 2.8,1,"I",,,"SP","Miracatu","(MR-magSC3"
2016,08,12,13,11,24.00,,-9.640,-37.000,  0.0,12, 2.4,1,"I",,,"AL","Jaramataia","(RSBR-USP)"
2016,08,12,17,14,44.00,,-7.240,-48.540,  0.0,20, 2.3,1,"I",,,"TO","Aragominas","(UnB)"
2016,08,13,02,26,41.00,,-18.640,-56.480,  0.0,15, 3.1,1,"I",,,"MS","Corumbá","(RSBR-USP) 160 km de RVDE"
2016,08,13,04,35,07.00,,-7.830,-73.790,159.0,30, 3.8,0,"I",,,"AC","Peru-Brazil Brdr Rg","(RSBR-USP)"
2016,08,13,16,34,22.00,,-18.590,-56.400,  0.0,20, 2.8,1,"I",,,"MS","Corumba","(RSBR-USP)"
2016,08,15,17,13,07.00,,-18.280,-48.170,  0.0,10, 2.0,1,"I",,,"GO","Corumbaiba","(UnB)"
2016,08,15,21,31,55.00,,-8.810,-73.890,138.0,30, 4.0,0,"I",,,"AC","Peru-Brazil Brdr Rg","(RSBR-USP)"
2016,08,21,16,56,32.00,,-0.970,-49.770,  0.0,20, 2.5,1,"I",,,"PA","Anajás","(UnB)"
2016,08,25,09,34,41.00,,-16.370,-41.240,  0.0,20, 2.3,1,"I",,,"MG","Jequitinhonha","(UnB)"
2016,08,26,20,15,22.00,,-11.240,-36.970,  0.0,15, 2.4,1,"I",,,"SE","Margem Continental","(RSBR-USP)"
2016,08,27,03,02,39.00,,-20.250,-43.910,  0.0,30, 2.2,1,"I",,,"MG","Itabirito","(RSBR-USP)"
2016,08,30,09,34,28.00,,-7.190,-70.880,631.0,30, 3.9,0,"I",,,"AM","Ipixuna","(RSBR-USP)"
2016,08,31,08,42,18.00,,-10.280,-71.100,616.0,30, 3.7,0,"I",,,"AC","Peru-Brazil Brdr Rg","(RSBR-USP)"
2016,08,31,14,30,34.00,,-21.470,-41.670,  0.0,15, 2.5,1,"I",,,"RJ","Italva","(RSBR-USP)"
2016,08,31,20,16,59.00,,-20.940,-40.710,  0.0,20, 2.2,1,"I",,,"MG","-","(UnB)"
2016,09,03,04,30,14.00,,-17.590,-41.470,  0.0,20, 1.9,1,"I",,,"MG","Teófilo Otoni","(UnB)"
2016,09,04,06,38,05.00,,-20.260,-43.850,  0.0,20, 2.6,1,"I",,,"MG","Itabirito","(RSBR-USP)"
2016,09,06,03,48,20.00,,-23.560,-47.560,  0.0,13, 2.2,1,"I",,,"SP","Aracoiaba da Serra","(RSBR-USP)"
2016,09,06,07,35,25.00,,-20.280,-44.030,  0.0,20, 2.1,1,"I",,,"MG","Brumadinho","(UnB)"
2016,09,07,21,31,37.00,,-4.420,-60.860,  0.0,20, 3.1,1,"I",,,"AM","Borba","(UnB)"
2016,09,08,08,48,27.00,,-11.560,-56.780,  0.0,70, 3.1,1,"I",,,"MT","Novo HorizontedoNorte","(RSBR-USP)"
2016,09,08,12,56,12.00,,-11.560,-56.810,  0.0,70, 2.8,1,"I",,,"MT","Novo HorizontedoNorte","(RSBR-USP)"
2016,09,10,08,42,11.00,,-19.380,-55.320,  0.0,2, 2.4,1,"I",,,"MS","Rio Negro","(RSBR-USP)"
2016,09,12,15,17,39.00,,-9.690,-36.340,  0.0,2, 1.3,1,"I",,,"AL","Anadia","(RSBR-USP)"
2016,09,12,20,22,34.00,,-9.680,-36.380,  0.0,2, 1.4,1,"I",,,"AL","Anadia","(RSBR-USP)"
2016,09,12,21,46,32.00,,-9.640,-36.370,  0.0,2, 1.3,1,"I",,,"AL","Anadia","(RSBR-USP)"
2016,09,12,23,12,13.00,,-9.680,-36.360,  0.0,2, 1.5,1,"I",,,"AL","Anadia","(RSBR-USP)"
2016,09,13,06,29,03.00,,-10.090,-59.110,  0.0,45, 3.6,1,"I",,,"MT","Aripuana","(RSBR-USP)"
2016,09,14,20,48,37.00,,-9.340,-36.240,  0.0,2, 1.6,1,"I",,,"AL","Anadia","(RSBR-USP)"
2016,09,15,02,21,46.00,,-9.420,-36.230,  0.0,2, 1.6,1,"I",,,"AL","Anadia","(RSBR-USP)"
2016,09,15,02,22,40.00,,-9.460,-36.200,  0.0,2, 1.4,1,"I",,,"AL","Anadia","(RSBR-USP)"
2016,09,16,09,00,16.00,,-22.340,-40.680,  0.0,20, 2.0,1,"I",,,"MG","-","(UnB)"
2016,09,16,22,04,25.00,,-9.890,-57.020,  0.0,20, 2.5,1,"I",,,"MT","Nova Monte Verde","(UnB)"
2016,09,17,03,24,43.00,,-20.240,-44.000,  0.0,20, 2.0,1,"I",,,"MG","Brumadinho","(UnB)"
2016,09,18,14,26,09.00,,-16.540,-37.950,  0.0,20, 2.9,1,"I",,,"BA","-","(UnB)"
2016,09,20,05,18,49.00,,-10.480,-43.920,  0.0,40, 2.2,1,"I",,,"BA","Mansidao","(RSBR-USP)"
2016,09,20,20,16,57.00,,-8.670,-35.320,  0.0,10, 1.2,1,"I",,,"PE","Gameleira","(RSBR-USP)"
2016,09,23,17,36,59.00,,-0.540,-60.140,  0.0,20, 4.3,1,"I",,,"AM","Presidente Figueiredo","(UnB)"
2016,10,03,20,17,05.00,,-7.880,-73.860,151.0,30, 4.0,0,"I",,,"AC","Peru-Brazil Brdr Rg","(RSBR-USP)"
2016,10,04,01,17,59.00,,-8.330,-50.280,  0.0,35, 3.0,1,"I",,,"PA","Redencao","(RSBR-USP)"
2016,10,04,09,30,02.00,,-11.560,-56.800,  0.0,70, 1.4,5,"I",,,"MT","Novo HorizontedoNorte","(MLv_SC3-0.5)"
2016,10,06,10,26,21.00,,-13.810,-49.110,  0.0,20, 2.1,1,"I",,,"GO","Estrela Do Norte","(UnB)"
2016,10,06,18,44,42.00,,-7.560,-48.700,  0.0,20, 2.4,1,"I",,,"TO","Pau D'Arco","(UnB)"
2016,10,06,18,55,19.00,,+0.250,-50.730,  0.0,20, 2.2,5,"I",,,"AP","Macapá","(UnB) magnit. MLv"
2016,10,07,19,59,55.00,,-13.710,-49.060,  0.0,36, 3.7,1,"I",,,"GO","Estrela do Norte","(RSBR-USP)"
2016,10,09,12,03,48.00,,-5.540,-36.200,  0.0,10, 2.0,1,"I",,,"RN","Pedra Preta","(RSBR-USP)"
2016,10,09,18,46,09.00,,-5.510,-36.180,  0.0,10, 1.7,5,"I",,,"RN","Pedra Preta","(MLv_SC3-0.5)"
2016,10,16,10,26,16.00,,-1.880,-59.460,  0.0,20, 2.7,1,"I",,,"AM","Presidente Figueiredo","(UnB)"
2016,10,24,20,51,54.00,,-6.400,-39.180,  0.0,20, 3.2,1,"I",,,"CE","Iguatu","(UnB)"
2016,10,25,09,47,32.00,,-8.550,-74.100,143.0,30, 4.3,0,"I",,,"AC","Peru-Brazil Brdr Rg","(RSBR-USP)"
2016,10,26,20,56,57.00,,-19.210,-45.480,  0.0,7, 2.3,1,"I",,,"MG","Abaete","(RSBR-USP)"
2016,10,28,01,29,45.00,,-8.340,-73.120,133.0,30, 4.0,0,"I",,,"AC","Peru-Brazil Brdr Rg","(RSBR-USP)"
2016,10,29,03,47,29.00,,-8.180,-50.260,  0.0,20, 3.1,1,"I",,,"PA","Redenção","(UnB)"
